startDate,timeStep,size,sizeNext,sizeChange,surv
10/3/05,0,37.42,64.27,26.85,1
10/3/05,0,35.1,61.16,26.06,1
10/3/05,0,21.32,38.42,17.1,1
10/3/05,0,29.45,70.33,40.88,1
10/3/05,0,27.96,58.91,30.95,1
10/3/05,0,22.3,56.39,34.09,1
10/3/05,0,33.1,NA,NA,0
10/3/05,0,21.52,48.34,26.82,1
10/3/05,0,31.69,53.79,22.1,1
10/3/05,0,22.31,41.02,18.71,1
10/3/05,0,34.18,57,22.82,1
10/3/05,0,31.99,56.6,24.61,1
10/3/05,0,28.37,42.37,14,1
10/3/05,0,42.03,65.56,23.53,1
10/3/05,0,30.05,52.15,22.1,1
10/3/05,0,35.4,60.93,25.53,1
10/3/05,0,26.07,NA,NA,0
10/3/05,0,24.67,NA,NA,0
10/3/05,0,24.23,NA,NA,0
10/3/05,0,23.68,NA,NA,0
10/3/05,0,19.78,46.83,27.05,1
10/3/05,0,25.88,58.04,32.16,1
10/3/05,0,27.37,47.67,20.3,1
10/3/05,0,28.92,69.21,40.29,1
10/3/05,0,24.07,48.35,24.28,1
10/3/05,0,34.82,52.36,17.54,1
10/3/05,0,37.55,NA,NA,0
10/3/05,0,31.85,NA,NA,0
10/3/05,0,29.63,NA,NA,0
10/3/05,0,39.49,69.71,30.22,1
10/3/05,0,19.53,38.21,18.68,1
10/3/05,0,25.96,56.73,30.77,1
10/3/05,0,24.14,NA,NA,0
10/3/05,0,26.34,43.68,17.34,1
10/3/05,0,35.81,61.22,25.41,1
10/3/05,0,36.35,NA,NA,0
10/3/05,0,20.03,NA,NA,0
10/5/05,0,37.68,60.38,22.7,1
10/5/05,0,33.67,58.46,24.79,1
10/5/05,0,25.47,NA,NA,0
10/5/05,0,35.07,NA,NA,0
10/5/05,0,29.06,56.95,27.89,1
10/5/05,0,32.44,56.87,24.43,1
10/5/05,0,47.33,70.74,23.41,1
10/5/05,0,29.22,61.11,31.89,1
10/5/05,0,27.61,45.64,18.03,1
10/5/05,0,33.63,NA,NA,0
10/5/05,0,30.68,60.08,29.4,1
10/5/05,0,31.72,51.54,19.82,1
10/5/05,0,38.26,69.19,30.93,1
10/5/05,0,23.34,51.31,27.97,1
10/5/05,0,35.81,52.34,16.53,1
10/5/05,0,35.84,63.39,27.55,1
10/5/05,0,29.37,56.33,26.96,1
10/5/05,0,31.22,66.9,35.68,1
10/5/05,0,25.72,56.27,30.55,1
10/5/05,0,25.29,53.45,28.16,1
10/5/05,0,51.11,81.43,30.32,1
10/5/05,0,26.98,55.48,28.5,1
10/5/05,0,34.63,59.51,24.88,1
10/5/05,0,29.32,47.35,18.03,1
10/5/05,0,27.33,49.99,22.66,1
10/5/05,0,39.6,73.73,34.13,1
10/5/05,0,37.73,53.68,15.95,1
10/5/05,0,36.37,56.85,20.48,1
10/5/05,0,45.85,71.42,25.57,1
10/5/05,0,37.06,60.17,23.11,1
10/5/05,0,37.3,63.48,26.18,1
10/5/05,0,30.93,48.17,17.24,1
10/5/05,0,30.92,68.03,37.11,1
10/5/05,0,34.69,56.55,21.86,1
10/5/05,0,35.16,70.41,35.25,1
10/5/05,0,20.61,41.57,20.96,1
10/5/05,0,30.52,63.32,32.8,1
10/5/05,0,33.04,53.52,20.48,1
10/5/05,0,34.65,68.25,33.6,1
10/5/05,0,36.46,58.13,21.67,1
10/5/05,0,21.94,48.2,26.26,1
10/5/05,0,38.49,60.17,21.68,1
10/5/05,0,34.3,62.54,28.24,1
10/5/05,0,22.01,41.82,19.81,1
10/5/05,0,25.4,51.64,26.24,1
10/5/05,0,27.67,64.45,36.78,1
10/5/05,0,31.25,64.67,33.42,1
10/5/05,0,36.92,67.62,30.7,1
10/5/05,0,45,75.94,30.94,1
10/5/05,0,42.21,63,20.79,1
10/5/05,0,40.12,59.06,18.94,1
10/5/05,0,22.29,39.48,17.19,1
10/5/05,0,29.65,57.24,27.59,1
10/5/05,0,36.51,52.29,15.78,1
10/5/05,0,43.52,74.15,30.63,1
10/5/05,0,33.21,51.12,17.91,1
10/5/05,0,23.16,46.09,22.93,1
10/5/05,0,32.41,56.2,23.79,1
10/5/05,0,34.11,53.7,19.59,1
10/5/05,0,30.7,NA,NA,0
10/5/05,0,32.06,NA,NA,0
10/5/05,0,27.55,45.15,17.6,1
10/5/05,0,28.14,NA,NA,0
10/5/05,0,29.84,57.25,27.41,1
10/5/05,0,32.78,NA,NA,0
10/5/05,0,34.43,64.46,30.03,1
10/5/05,0,28.05,NA,NA,0
10/5/05,0,27.84,44.07,16.23,1
10/5/05,0,18.45,44.57,26.12,1
10/5/05,0,26.22,50.81,24.59,1
10/5/05,0,24.13,35.01,10.88,1
10/5/05,0,19.56,41.2,21.64,1
10/5/05,0,26.03,45.93,19.9,1
10/5/05,0,26.15,NA,NA,0
10/5/05,0,37.59,67.33,29.74,1
10/5/05,0,21.33,44.16,22.83,1
10/5/05,0,30.61,51.64,21.03,1
10/5/05,0,36.62,NA,NA,0
10/5/05,0,31.17,NA,NA,0
10/5/05,0,33.08,60.79,27.71,1
10/5/05,0,31.94,NA,NA,0
10/5/05,0,43.91,71.85,27.94,1
10/5/05,0,35.3,56.8,21.5,1
10/5/05,0,32.18,NA,NA,0
10/5/05,0,31.11,NA,NA,0
10/5/05,0,29.1,48.78,19.68,1
10/5/05,0,32.5,50.55,18.05,1
10/5/05,0,26.74,49.63,22.89,1
10/5/05,0,43.6,73.82,30.22,1
10/5/05,0,28.95,NA,NA,0
10/5/05,0,33.01,58,24.99,1
10/5/05,0,26.97,52.47,25.5,1
10/5/05,0,33.98,58.49,24.51,1
10/5/05,0,23.43,40.19,16.76,1
10/5/05,0,28.93,NA,NA,0
10/5/05,0,29.51,51.13,21.62,1
10/5/05,0,46.19,69.89,23.7,1
10/5/05,0,29.97,53.95,23.98,1
10/5/05,0,38.9,64.4,25.5,1
10/5/05,0,35.91,60.04,24.13,1
10/5/05,0,32.82,41.34,8.52,1
10/5/05,0,21.85,44.23,22.38,1
10/5/05,0,32.47,40.73,8.26,1
10/5/05,0,37.27,NA,NA,0
10/5/05,0,35.83,62.21,26.38,1
10/5/05,0,39.38,65.06,25.68,1
10/5/05,0,33.35,58.16,24.81,1
10/5/05,0,42.11,67.05,24.94,1
10/5/05,0,29.68,57.85,28.17,1
10/5/05,0,29.99,58.37,28.38,1
10/5/05,0,28.93,51.97,23.04,1
10/5/05,0,32.17,NA,NA,0
10/5/05,0,21.13,47.62,26.49,1
10/5/05,0,32.22,59.5,27.28,1
10/5/05,0,35.84,NA,NA,0
10/5/05,0,29.21,44.39,15.18,1
10/5/05,0,37.1,71.51,34.41,1
10/5/05,0,13.67,40.32,26.65,1
10/5/05,0,36.72,NA,NA,0
10/5/05,0,31.45,54.67,23.22,1
10/5/05,0,28.5,48.1,19.6,1
10/5/05,0,27.75,55.23,27.48,1
10/5/05,0,36.88,54.28,17.4,1
10/5/05,0,42.1,62.53,20.43,1
10/5/05,0,30.6,NA,NA,0
10/5/05,0,35.71,57.85,22.14,1
10/5/05,0,19.81,37.99,18.18,1
10/5/05,0,34.09,48.77,14.68,1
10/5/05,0,27.93,51.49,23.56,1
10/5/05,0,39.91,70.18,30.27,1
10/5/05,0,30.95,NA,NA,0
10/5/05,0,29.71,36.69,6.98,1
10/5/05,0,31.32,55.34,24.02,1
10/5/05,0,32.32,39.53,7.21,1
10/5/05,0,27.89,43.75,15.86,1
10/5/05,0,42.99,69.76,26.77,1
10/5/05,0,33.96,53.61,19.65,1
10/5/05,0,30.84,60.98,30.14,1
10/5/05,0,33.94,65.07,31.13,1
10/5/05,0,39.16,NA,NA,0
10/5/05,0,29.59,59.79,30.2,1
10/5/05,0,32.06,60.79,28.73,1
10/5/05,0,31.07,59.24,28.17,1
10/5/05,0,40.11,70.44,30.33,1
10/5/05,0,45.31,69.06,23.75,1
10/5/05,0,33.18,54.34,21.16,1
10/5/05,0,33.87,57.5,23.63,1
10/5/05,0,36.01,40.9,4.89,1
10/5/05,0,23.76,NA,NA,0
10/5/05,0,32.61,43.23,10.62,1
10/5/05,0,41.67,72.27,30.6,1
10/5/05,0,27.4,52.68,25.28,1
10/5/05,0,36.97,56.19,19.22,1
10/5/05,0,25.92,53.4,27.48,1
10/5/05,0,30.35,57.51,27.16,1
10/5/05,0,37.77,67.64,29.87,1
10/5/05,0,38.96,60.07,21.11,1
10/5/05,0,22.48,47.01,24.53,1
10/5/05,0,21.11,49.75,28.64,1
10/5/05,0,25.31,55.5,30.19,1
10/5/05,0,25.03,38.28,13.25,1
10/5/05,0,39.8,75.98,36.18,1
10/5/05,0,29.57,45.63,16.06,1
10/5/05,0,28.48,44.18,15.7,1
10/5/05,0,26.98,49.46,22.48,1
10/5/05,0,29.89,56.52,26.63,1
10/5/05,0,43.03,68.28,25.25,1
10/5/05,0,35.2,47.17,11.97,1
10/5/05,0,36.5,58.45,21.95,1
10/5/05,0,45.01,74.94,29.93,1
10/5/05,0,35.1,62.31,27.21,1
10/5/05,0,42.64,70.37,27.73,1
10/5/05,0,25.9,45.28,19.38,1
10/5/05,0,30.6,53.79,23.19,1
10/5/05,0,29.67,48.01,18.34,1
10/5/05,0,37.33,NA,NA,0
10/5/05,0,39.1,67.1,28,1
10/5/05,0,24.99,42.82,17.83,1
10/5/05,0,24.51,46.14,21.63,1
10/5/05,0,28.37,73.34,44.97,1
10/5/05,0,37.61,57.76,20.15,1
10/5/05,0,41.61,59.69,18.08,1
10/5/05,0,38.13,55.75,17.62,1
10/5/05,0,35.36,61.86,26.5,1
10/5/05,0,38.49,63.53,25.04,1
10/5/05,0,34.94,49.08,14.14,1
10/5/05,0,37.46,56.66,19.2,1
10/5/05,0,17.07,36.3,19.23,1
10/5/05,0,29.75,53.12,23.37,1
10/5/05,0,22.24,43.98,21.74,1
10/5/05,0,28.45,49.17,20.72,1
10/5/05,0,29.85,50.03,20.18,1
10/5/05,0,36.88,66.25,29.37,1
10/5/05,0,32.06,57.16,25.1,1
10/5/05,0,25.03,36.97,11.94,1
10/5/05,0,35.18,63.88,28.7,1
10/5/05,0,33.93,60.27,26.34,1
10/5/05,0,28.35,39.53,11.18,1
10/5/05,0,19.21,32.81,13.6,1
10/5/05,0,35.26,58.45,23.19,1
10/5/05,0,24.66,44.69,20.03,1
10/5/05,0,28.53,47.8,19.27,1
10/5/05,0,28.07,51.64,23.57,1
10/5/05,0,30.68,54.21,23.53,1
10/5/05,0,22.72,45.12,22.4,1
10/5/05,0,44.9,63.46,18.56,1
10/5/05,0,34.7,61.53,26.83,1
10/5/05,0,36.85,48.89,12.04,1
10/5/05,0,21.65,36.99,15.34,1
10/5/05,0,36.76,52.95,16.19,1
10/5/05,0,27.72,58.49,30.77,1
10/5/05,0,31.81,62.53,30.72,1
10/5/05,0,45.29,61.15,15.86,1
10/5/05,0,25.76,50.45,24.69,1
10/5/05,0,28.03,61.26,33.23,1
10/5/05,0,25.99,49.79,23.8,1
10/5/05,0,27.53,60.14,32.61,1
10/5/05,0,42.61,78.93,36.32,1
10/5/05,0,17.85,44.86,27.01,1
10/5/05,0,30.26,56.69,26.43,1
10/5/05,0,28.84,53.49,24.65,1
10/5/05,0,17.95,40.56,22.61,1
10/5/05,0,28.96,47.73,18.77,1
10/5/05,0,36.99,54.52,17.53,1
10/5/05,0,36.36,66.84,30.48,1
10/5/05,0,30.19,58.52,28.33,1
10/5/05,0,33.43,55.59,22.16,1
10/5/05,0,36.86,52.3,15.44,1
10/5/05,0,32.68,51.86,19.18,1
10/5/05,0,34.34,56.68,22.34,1
10/5/05,0,44.9,69.66,24.76,1
10/5/05,0,23.17,53.74,30.57,1
10/5/05,0,22.16,51.69,29.53,1
10/5/05,0,35.5,63.94,28.44,1
10/5/05,0,23.94,53.63,29.69,1
10/5/05,0,31.91,56.97,25.06,1
10/5/05,0,33.85,57.83,23.98,1
10/5/05,0,23.44,56.08,32.64,1
10/5/05,0,27.35,46.54,19.19,1
10/5/05,0,32.99,55.81,22.82,1
10/5/05,0,30.96,58.45,27.49,1
10/5/05,0,32.11,62.29,30.18,1
10/5/05,0,20.6,48.45,27.85,1
10/5/05,0,31.79,59.64,27.85,1
10/5/05,0,32.74,64.91,32.17,1
10/5/05,0,31.53,49.21,17.68,1
10/5/05,0,26.41,49.45,23.04,1
10/5/05,0,22.31,47.97,25.66,1
10/5/05,0,28.07,56.04,27.97,1
10/5/05,0,25.82,55.11,29.29,1
10/5/05,0,22.69,50.95,28.26,1
10/5/05,0,51.05,72.88,21.83,1
10/5/05,0,43.74,68.07,24.33,1
10/5/05,0,24.74,46.59,21.85,1
10/5/05,0,30.2,56.6,26.4,1
10/5/05,0,27.14,62.94,35.8,1
10/5/05,0,24.81,54.98,30.17,1
10/5/05,0,19.27,41.55,22.28,1
10/5/05,0,33.57,50.85,17.28,1
10/5/05,0,20.67,45.98,25.31,1
10/5/05,0,22.62,43.07,20.45,1
10/5/05,0,38.73,67.88,29.15,1
10/5/05,0,28.77,46.08,17.31,1
10/5/05,0,28.15,47.68,19.53,1
10/5/05,0,24.55,50.78,26.23,1
10/5/05,0,33.54,50.09,16.55,1
10/5/05,0,32.33,54.61,22.28,1
10/5/05,0,18.82,41.08,22.26,1
10/5/05,0,31.42,60.91,29.49,1
10/5/05,0,27,53.47,26.47,1
10/5/05,0,38.28,57.23,18.95,1
10/5/05,0,36.36,65.81,29.45,1
10/5/05,0,29.58,55.28,25.7,1
10/5/05,0,29.48,58.59,29.11,1
10/5/05,0,42.74,74.06,31.32,1
10/5/05,0,29.18,58.62,29.44,1
10/5/05,0,25.59,42.43,16.84,1
10/5/05,0,22.95,51.83,28.88,1
10/5/05,0,27.03,45.3,18.27,1
10/5/05,0,23.43,50.23,26.8,1
10/5/05,0,26.54,51.34,24.8,1
10/5/05,0,34.92,59.63,24.71,1
10/5/05,0,32.35,66.89,34.54,1
10/5/05,0,35.1,52.62,17.52,1
10/5/05,0,24.42,42.7,18.28,1
10/5/05,0,29.99,53.66,23.67,1
10/5/05,0,33.2,63.62,30.42,1
10/5/05,0,42.16,68.45,26.29,1
10/5/05,0,33.57,64.58,31.01,1
10/5/05,0,41.56,63.85,22.29,1
10/5/05,0,27.99,57.7,29.71,1
10/5/05,0,33.88,70.07,36.19,1
10/5/05,0,38.52,72.24,33.72,1
10/5/05,0,35.88,70.95,35.07,1
10/5/05,0,28.73,50.66,21.93,1
10/5/05,0,31.45,56.54,25.09,1
10/5/05,0,25.98,66.94,40.96,1
10/5/05,0,22.54,60.33,37.79,1
10/5/05,0,35.4,62.47,27.07,1
10/5/05,0,28.55,58.76,30.21,1
10/5/05,0,25.71,33.49,7.78,1
10/5/05,0,42.74,70.09,27.35,1
10/5/05,0,32.27,61.28,29.01,1
10/5/05,0,26.17,45.82,19.65,1
10/5/05,0,25.84,NA,NA,0
10/5/05,0,40.44,72.87,32.43,1
10/5/05,0,31.41,72.28,40.87,1
10/5/05,0,20.57,49.78,29.21,1
10/5/05,0,13.27,34.96,21.69,1
10/5/05,0,30.7,56.51,25.81,1
10/5/05,0,36.63,68.37,31.74,1
10/5/05,0,25.99,43.91,17.92,1
10/5/05,0,34.75,52.36,17.61,1
10/5/05,0,32.54,63.04,30.5,1
10/5/05,0,32.14,65.58,33.44,1
10/5/05,0,28.5,47.28,18.78,1
10/5/05,0,42.01,63.55,21.54,1
10/5/05,0,22.22,53.1,30.88,1
10/5/05,0,18.28,46.36,28.08,1
10/5/05,0,18.87,43.36,24.49,1
10/5/05,0,34.29,63.8,29.51,1
10/5/05,0,40.96,68.92,27.96,1
10/5/05,0,35.03,66.71,31.68,1
10/5/05,0,32.46,54.74,22.28,1
10/5/05,0,35.19,61.72,26.53,1
10/5/05,0,34.7,59.46,24.76,1
10/5/05,0,36.55,72.07,35.52,1
10/5/05,0,29.31,53.56,24.25,1
10/5/05,0,22.7,NA,NA,0
10/5/05,0,45.47,82.26,36.79,1
10/5/05,0,18.22,49.63,31.41,1
10/5/05,0,27.51,61,33.49,1
10/5/05,0,25.93,51.31,25.38,1
10/5/05,0,26.76,51.13,24.37,1
10/5/05,0,37.5,64.68,27.18,1
10/5/05,0,29.11,NA,NA,0
10/5/05,0,33.05,50.56,17.51,1
10/5/05,0,23.77,NA,NA,0
10/5/05,0,24.55,54.27,29.72,1
10/5/05,0,28.16,NA,NA,0
10/5/05,0,30.53,53.13,22.6,1
10/5/05,0,27.24,NA,NA,0
10/5/05,0,47.47,74.49,27.02,1
10/5/05,0,41.55,69.98,28.43,1
10/5/05,0,34.55,68.5,33.95,1
10/5/05,0,27.66,NA,NA,0
10/5/05,0,34.14,62.62,28.48,1
10/5/05,0,35.8,NA,NA,0
10/5/05,0,24.48,51.83,27.35,1
10/5/05,0,33.13,51.69,18.56,1
10/5/05,0,35.39,73.14,37.75,1
10/5/05,0,38.22,83.03,44.81,1
10/5/05,0,32.8,73.77,40.97,1
10/5/05,0,43.6,NA,NA,0
10/5/05,0,29.02,59.09,30.07,1
10/5/05,0,34.74,67.21,32.47,1
10/5/05,0,31.74,54.74,23,1
10/5/05,0,19.83,46.89,27.06,1
10/5/05,0,32.1,59.38,27.28,1
10/5/05,0,29.22,44.79,15.57,1
10/5/05,0,32.92,70.26,37.34,1
10/5/05,0,42.76,73.58,30.82,1
10/5/05,0,27.56,45.96,18.4,1
10/5/05,0,28.94,52.46,23.52,1
10/5/05,0,22.86,51.61,28.75,1
10/5/05,0,33.58,64.91,31.33,1
10/5/05,0,18.91,47.94,29.03,1
10/5/05,0,30.52,69.12,38.6,1
10/5/05,0,33.03,70.38,37.35,1
10/5/05,0,30.34,50.38,20.04,1
10/5/05,0,28.75,69.81,41.06,1
10/5/05,0,31.97,62.86,30.89,1
10/5/05,0,33.21,57.46,24.25,1
10/5/05,0,24.39,46.92,22.53,1
10/5/05,0,25.94,40.32,14.38,1
10/5/05,0,39.89,72.68,32.79,1
10/5/05,0,27.47,53.87,26.4,1
10/5/05,0,22.82,47.76,24.94,1
10/5/05,0,44.66,76.75,32.09,1
10/5/05,0,26.58,58.34,31.76,1
10/5/05,0,28.1,62.3,34.2,1
10/5/05,0,29.52,61.58,32.06,1
10/5/05,0,22.2,51.62,29.42,1
10/5/05,0,24.79,42.48,17.69,1
10/5/05,0,29.95,60.48,30.53,1
10/5/05,0,31.97,78.38,46.41,1
10/5/05,0,26.78,55.78,29,1
10/5/05,0,34.26,60.38,26.12,1
10/5/05,0,24.05,48.24,24.19,1
10/5/05,0,31.09,52.2,21.11,1
10/5/05,0,38.61,50.52,11.91,1
10/5/05,0,24.01,42.03,18.02,1
10/5/05,0,34.31,56.6,22.29,1
10/5/05,0,29.5,51.52,22.02,1
10/5/05,0,18.69,44.42,25.73,1
10/5/05,0,33.18,51.83,18.65,1
10/5/05,0,31,46.59,15.59,1
10/5/05,0,28.53,54.36,25.83,1
10/5/05,0,28.52,50.03,21.51,1
10/5/05,0,32.73,73.37,40.64,1
10/5/05,0,22.19,44.35,22.16,1
10/5/05,0,30.48,63.1,32.62,1
10/5/05,0,22.59,54.62,32.03,1
10/5/05,0,35.2,63.52,28.32,1
10/5/05,0,27.41,45.59,18.18,1
10/5/05,0,20.73,48.2,27.47,1
10/5/05,0,22.46,43.37,20.91,1
10/5/05,0,31.17,54.43,23.26,1
10/5/05,0,27.16,61.2,34.04,1
10/5/05,0,30.34,55.86,25.52,1
10/5/05,0,23.45,41.6,18.15,1
10/5/05,0,22.77,41.49,18.72,1
10/5/05,0,30.59,52.87,22.28,1
10/5/05,0,19.88,46.33,26.45,1
10/5/05,0,32.17,46.55,14.38,1
10/5/05,0,38.12,65.53,27.41,1
10/5/05,0,29.13,68.98,39.85,1
10/5/05,0,30.14,NA,NA,0
10/5/05,0,36.48,67.77,31.29,1
10/5/05,0,40,67.09,27.09,1
10/5/05,0,25.07,42.44,17.37,1
10/5/05,0,19.73,NA,NA,0
10/5/05,0,28.81,53.03,24.22,1
10/5/05,0,23.3,NA,NA,0
10/5/05,0,30.02,64.57,34.55,1
10/5/05,0,39.04,77.97,38.93,1
10/5/05,0,20.7,NA,NA,0
10/5/05,0,28.23,58.65,30.42,1
10/5/05,0,40.17,61.73,21.56,1
10/5/05,0,32.22,52.47,20.25,1
10/5/05,0,31.99,57.29,25.3,1
10/5/05,0,27.86,43.76,15.9,1
10/5/05,0,27.38,48.07,20.69,1
10/5/05,0,28.1,NA,NA,0
10/5/05,0,30.56,NA,NA,0
10/5/05,0,32.5,50.2,17.7,1
10/5/05,0,27.55,59.97,32.42,1
10/5/05,0,41.15,72.72,31.57,1
10/5/05,0,25.97,70.12,44.15,1
10/5/05,0,25.52,45.9,20.38,1
10/5/05,0,29.78,62.52,32.74,1
10/5/05,0,37.65,54.04,16.39,1
10/5/05,0,25.52,52.67,27.15,1
10/5/05,0,32.37,60.22,27.85,1
10/5/05,0,53.74,94.84,41.1,1
10/5/05,0,30.66,61.88,31.22,1
10/5/05,0,33.52,NA,NA,0
10/5/05,0,26.27,43.75,17.48,1
10/5/05,0,35.87,65.25,29.38,1
10/5/05,0,41.27,85.56,44.29,1
10/5/05,0,30.95,64.68,33.73,1
10/5/05,0,33.3,50.12,16.82,1
10/5/05,0,22.86,34.43,11.57,1
10/5/05,0,23.49,35.27,11.78,1
10/5/05,0,23.73,42.52,18.79,1
10/5/05,0,26.24,43.8,17.56,1
10/5/05,0,37.55,72.27,34.72,1
10/5/05,0,38.53,NA,NA,0
10/5/05,0,40.33,68.04,27.71,1
10/5/05,0,35.11,58.38,23.27,1
10/5/05,0,21.88,50.74,28.86,1
10/5/05,0,22.29,NA,NA,0
10/5/05,0,27.94,60.76,32.82,1
10/5/05,0,33.74,57.58,23.84,1
10/5/05,0,32.19,57.31,25.12,1
10/5/05,0,31.18,56.03,24.85,1
10/5/05,0,26.23,50.01,23.78,1
10/5/05,0,27.25,47.49,20.24,1
10/5/05,0,25.59,53.31,27.72,1
10/5/05,0,28.36,63.74,35.38,1
10/5/05,0,25.49,NA,NA,0
10/5/05,0,25.16,52.35,27.19,1
10/5/05,0,24.68,51.23,26.55,1
10/5/05,0,31.8,46.84,15.04,1
10/5/05,0,28.82,NA,NA,0
10/5/05,0,31.44,NA,NA,0
10/5/05,0,30.6,57.81,27.21,1
10/5/05,0,33.55,75.24,41.69,1
10/5/05,0,23.44,52.57,29.13,1
10/5/05,0,32.02,68.95,36.93,1
10/5/05,0,28.65,NA,NA,0
10/5/05,0,29.55,NA,NA,0
10/5/05,0,27.14,NA,NA,0
10/5/05,0,28.05,53.89,25.84,1
10/5/05,0,31.03,65.62,34.59,1
10/5/05,0,33.92,63.11,29.19,1
10/5/05,0,32.47,66.68,34.21,1
10/5/05,0,33.98,58.52,24.54,1
10/5/05,0,31.17,61.89,30.72,1
10/5/05,0,23.46,61.16,37.7,1
10/5/05,0,28.63,54.43,25.8,1
10/5/05,0,28.73,NA,NA,0
10/5/05,0,21.65,65.52,43.87,1
10/5/05,0,26.32,54.64,28.32,1
10/5/05,0,38.72,88.57,49.85,1
10/5/05,0,29.63,63.02,33.39,1
10/5/05,0,20.79,35.75,14.96,1
10/5/05,0,25.55,57.8,32.25,1
10/5/05,0,22.54,NA,NA,0
10/5/05,0,22.29,49.4,27.11,1
10/5/05,0,29.8,58.42,28.62,1
10/5/05,0,30.28,62.64,32.36,1
10/5/05,0,18.35,NA,NA,0
10/5/05,0,23.63,46.67,23.04,1
10/5/05,0,45.86,71.05,25.19,1
10/5/05,0,37.41,80.47,43.06,1
10/5/05,0,34.22,67.22,33,1
10/5/05,0,25.8,56.33,30.53,1
10/5/05,0,37.42,75.24,37.82,1
10/5/05,0,33.71,81.36,47.65,1
10/5/05,0,40.05,59.82,19.77,1
10/5/05,0,27.24,62.14,34.9,1
10/5/05,0,39.54,65.94,26.4,1
10/5/05,0,17.79,32.88,15.09,1
10/5/05,0,32.43,58.04,25.61,1
10/5/05,0,25.45,NA,NA,0
10/5/05,0,36.44,55.52,19.08,1
10/5/05,0,33.74,68.1,34.36,1
10/5/05,0,47.24,86.42,39.18,1
10/5/05,0,31.73,52.54,20.81,1
10/5/05,0,20.71,48.92,28.21,1
10/5/05,0,26.25,58.02,31.77,1
10/5/05,0,25.16,45.59,20.43,1
10/5/05,0,35.22,61.82,26.6,1
10/5/05,0,38.68,72.65,33.97,1
10/5/05,0,30.04,62.53,32.49,1
10/5/05,0,21.81,50.71,28.9,1
10/5/05,0,25.16,39.66,14.5,1
10/5/05,0,34.86,71.26,36.4,1
10/5/05,0,24.22,57.96,33.74,1
10/5/05,0,35.85,66.39,30.54,1
10/5/05,0,33.63,68.92,35.29,1
10/5/05,0,19.25,45.51,26.26,1
10/5/05,0,27.52,53.34,25.82,1
10/5/05,0,40.7,68.21,27.51,1
10/5/05,0,37.34,66.83,29.49,1
10/5/05,0,20.34,56.15,35.81,1
10/5/05,0,20.73,54.18,33.45,1
10/5/05,0,29.05,73.45,44.4,1
10/5/05,0,43.2,71.4,28.2,1
10/5/05,0,39.06,66.56,27.5,1
10/5/05,0,30.79,68.86,38.07,1
10/5/05,0,27.68,60.41,32.73,1
10/5/05,0,25.51,NA,NA,0
10/5/05,0,32.58,68.97,36.39,1
10/5/05,0,28.18,66.86,38.68,1
10/5/05,0,35.04,87.76,52.72,1
10/5/05,0,21.75,50.17,28.42,1
10/5/05,0,17.86,56.33,38.47,1
10/5/05,0,29.62,64.07,34.45,1
10/5/05,0,26.93,52.83,25.9,1
10/5/05,0,35.02,64.16,29.14,1
10/5/05,0,36.51,66.29,29.78,1
10/5/05,0,34.04,57.76,23.72,1
10/5/05,0,26.16,68.56,42.4,1
10/5/05,0,29.41,69.21,39.8,1
10/5/05,0,29.26,51.96,22.7,1
10/5/05,0,28.22,59.04,30.82,1
10/5/05,0,20.15,50.87,30.72,1
10/5/05,0,41.59,79.25,37.66,1
10/5/05,0,28.26,54.27,26.01,1
10/5/05,0,27.26,60.36,33.1,1
10/5/05,0,38.07,74.58,36.51,1
10/5/05,0,20.59,52.88,32.29,1
10/5/05,0,35.82,69.72,33.9,1
10/5/05,0,27.27,55.6,28.33,1
10/5/05,0,24.96,50.73,25.77,1
10/5/05,0,32.64,58.97,26.33,1
10/5/05,0,34.74,67.31,32.57,1
10/5/05,0,32.52,70.04,37.52,1
10/5/05,0,43.32,85.37,42.05,1
10/5/05,0,24.83,64.01,39.18,1
10/5/05,0,26.47,56.71,30.24,1
10/5/05,0,25.77,61.07,35.3,1
10/5/05,0,33.23,61.49,28.26,1
10/5/05,0,29.2,49.12,19.92,1
10/5/05,0,24.79,52.89,28.1,1
10/5/05,0,24.1,56.08,31.98,1
10/5/05,0,36.87,54.45,17.58,1
10/5/05,0,32.19,53.79,21.6,1
10/5/05,0,27.04,63.14,36.1,1
10/5/05,0,28.33,61.55,33.22,1
10/5/05,0,17.8,28.6,10.8,1
10/5/05,0,30.56,49.41,18.85,1
10/5/05,0,22.83,56.66,33.83,1
10/5/05,0,30.43,60.19,29.76,1
10/5/05,0,24.63,43.31,18.68,1
10/5/05,0,30.62,78.99,48.37,1
10/5/05,0,27.15,44.37,17.22,1
10/5/05,0,31.79,63.41,31.62,1
10/5/05,0,28.87,56.65,27.78,1
10/5/05,0,25.23,41.92,16.69,1
10/5/05,0,24.77,NA,NA,0
10/5/05,0,20.72,53.13,32.41,1
10/5/05,0,32.43,65.83,33.4,1
10/5/05,0,26.59,NA,NA,0
10/5/05,0,33.93,59.69,25.76,1
10/5/05,0,31.36,62.7,31.34,1
10/5/05,0,18.86,50.84,31.98,1
10/5/05,0,20.11,39.43,19.32,1
10/5/05,0,25.15,51.39,26.24,1
10/5/05,0,36.21,78.45,42.24,1
10/5/05,0,33.3,62.34,29.04,1
10/5/05,0,25.98,54.94,28.96,1
10/5/05,0,29.71,59.37,29.66,1
